ID,Long,Lat,Source,Network,Intensity,PGA,PGV,Distance,VS30,HNZ_PGA,HNN_PGA,HNE_PGA,HNZ_PGV,HNN_PGV,HNE_PGV,HNZ_sa(0.3),HNN_sa(0.3),HNE_sa(0.3),HNZ_sa(1.0),HNN_sa(1.0),HNE_sa(1.0),HNZ_sa(3.0),HNN_sa(3.0),HNE_sa(3.0)
DYFI.UTM:(11S 0373 3738 1000),-118.36620,33.77910,DYFI,DYFI,4.3,2.8826,3.6798,218.993,311.83,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3739 1000),-118.36640,33.78810,DYFI,DYFI,3.1,Null,Null,218.092,311.83,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3741 1000),-118.36670,33.80610,DYFI,DYFI,3.7,Null,Null,216.288,309.97,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3742 1000),-118.36680,33.81510,DYFI,DYFI,3.7,Null,Null,215.386,291.29,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3743 1000),-118.36700,33.82420,DYFI,DYFI,3.4,Null,Null,214.478,291.29,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3745 1000),-118.36720,33.84220,DYFI,DYFI,4,1.8819,2.5515,212.678,286.88,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3746 1000),-118.36740,33.85120,DYFI,DYFI,3.6,Null,Null,211.783,286.88,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3747 1000),-118.36750,33.86020,DYFI,DYFI,3.7,Null,Null,210.885,292.3,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3748 1000),-118.36770,33.86920,DYFI,DYFI,3.5,Null,Null,209.992,292.3,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3749 1000),-118.36780,33.87830,DYFI,DYFI,3.6,Null,Null,209.085,306.29,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3760 1000),-118.36940,33.97740,DYFI,DYFI,3.1,Null,Null,199.302,351.84,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3766 1000),-118.37030,34.03150,DYFI,DYFI,4.4,3.6217,3.9579,194.016,257.9,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3768 1000),-118.37060,34.04960,DYFI,DYFI,4.4,3.6435,3.9579,192.257,348.8,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3769 1000),-118.37070,34.05860,DYFI,DYFI,3.9,Null,Null,191.381,312.1,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3770 1000),-118.37090,34.06760,DYFI,DYFI,4.1,2.3473,2.9842,190.512,312.1,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3771 1000),-118.37100,34.07660,DYFI,DYFI,3.9,Null,Null,189.639,310.61,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3772 1000),-118.37110,34.08560,DYFI,DYFI,4.3,3.1786,3.6798,188.768,310.61,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3773 1000),-118.37130,34.09470,DYFI,DYFI,4.4,3.699,3.9579,187.892,736.84,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3778 1000),-118.37200,34.13970,DYFI,DYFI,4.7,4.5616,4.925,183.570,449.21,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3779 1000),-118.37220,34.14870,DYFI,DYFI,3.6,Null,Null,182.713,329.78,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3780 1000),-118.37230,34.15780,DYFI,DYFI,4.1,2.4204,2.9842,181.842,329.78,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3781 1000),-118.37250,34.16680,DYFI,DYFI,3.9,Null,Null,180.988,321.78,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3782 1000),-118.37260,34.17580,DYFI,DYFI,3.3,Null,Null,180.130,325.69,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3783 1000),-118.37270,34.18480,DYFI,DYFI,4.7,4.5915,4.925,179.273,325.69,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3793 1000),-118.37420,34.27500,DYFI,DYFI,2.7,Null,Null,170.798,390.29,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3794 1000),-118.37440,34.28400,DYFI,DYFI,4,2.1811,2.5515,169.964,408.4,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3835 1000),-118.38040,34.65360,DYFI,DYFI,2,Null,Null,137.369,556.81,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3738 1000),-118.35540,33.77920,DYFI,DYFI,3.3,Null,Null,218.572,314.04,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3741 1000),-118.35590,33.80620,DYFI,DYFI,3.4,Null,Null,215.863,315.34,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3743 1000),-118.35620,33.82430,DYFI,DYFI,3.6,Null,Null,214.049,270.05,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3745 1000),-118.35640,33.84230,DYFI,DYFI,3.5,Null,Null,212.245,282.83,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3747 1000),-118.35670,33.86030,DYFI,DYFI,3.6,Null,Null,210.449,293.78,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3748 1000),-118.35690,33.86940,DYFI,DYFI,3.9,Null,Null,209.544,293.78,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3749 1000),-118.35700,33.87840,DYFI,DYFI,4.3,2.9759,3.6798,208.646,299.47,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3750 1000),-118.35710,33.88740,DYFI,DYFI,3.2,Null,Null,207.748,299.47,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3751 1000),-118.35730,33.89640,DYFI,DYFI,3,Null,Null,206.856,302.24,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3753 1000),-118.35760,33.91440,DYFI,DYFI,4,1.9276,2.5515,205.071,315.54,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3754 1000),-118.35770,33.92350,DYFI,DYFI,3.6,Null,Null,204.167,315.54,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3758 1000),-118.35830,33.95950,DYFI,DYFI,3.3,Null,Null,200.612,345.92,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3760 1000),-118.35860,33.97760,DYFI,DYFI,3.9,Null,Null,198.831,351.84,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3767 1000),-118.35960,34.04070,DYFI,DYFI,4.6,4.2297,4.5789,192.653,257.9,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3768 1000),-118.35970,34.04970,DYFI,DYFI,3.7,Null,Null,191.775,348.8,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3769 1000),-118.35990,34.05870,DYFI,DYFI,3.8,Null,Null,190.902,312.1,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3770 1000),-118.36000,34.06770,DYFI,DYFI,4.5,3.9896,4.2571,190.026,312.1,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3771 1000),-118.36020,34.07670,DYFI,DYFI,4.6,4.2511,4.5789,189.155,310.61,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3772 1000),-118.36030,34.08580,DYFI,DYFI,3.7,Null,Null,188.272,310.61,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3773 1000),-118.36050,34.09480,DYFI,DYFI,4,2.0453,2.5515,187.404,736.84,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3774 1000),-118.36060,34.10380,DYFI,DYFI,5,5.4737,6.1283,186.533,736.84,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3776 1000),-118.36090,34.12180,DYFI,DYFI,3.4,Null,Null,184.799,653.67,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3778 1000),-118.36120,34.13980,DYFI,DYFI,3.8,Null,Null,183.070,449.21,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3779 1000),-118.36130,34.14890,DYFI,DYFI,4.1,2.4173,2.9842,182.196,329.78,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3780 1000),-118.36150,34.15790,DYFI,DYFI,4.7,4.577,4.925,181.338,329.78,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3781 1000),-118.36160,34.16690,DYFI,DYFI,4.2,2.822,3.4212,180.476,321.78,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3782 1000),-118.36180,34.17590,DYFI,DYFI,3.1,Null,Null,179.620,325.69,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3783 1000),-118.36190,34.18490,DYFI,DYFI,4.5,4.0574,4.2571,178.762,325.69,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0374 3784 1000),-118.36200,34.19400,DYFI,DYFI,3.6,Null,Null,177.895,327.39,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3736 1000),-118.34440,33.76130,DYFI,DYFI,2.7,Null,Null,219.975,318.93,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3738 1000),-118.34460,33.77930,DYFI,DYFI,5,5.2425,6.1283,218.156,314.04,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3743 1000),-118.34530,33.82440,DYFI,DYFI,3.2,Null,Null,213.620,270.05,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3744 1000),-118.34550,33.83340,DYFI,DYFI,3.6,Null,Null,212.720,267.09,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3745 1000),-118.34560,33.84240,DYFI,DYFI,3.4,Null,Null,211.817,282.83,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3748 1000),-118.34610,33.86950,DYFI,DYFI,4.8,4.6833,5.2973,209.109,293.78,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3751 1000),-118.34650,33.89650,DYFI,DYFI,3.5,Null,Null,206.417,302.24,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3752 1000),-118.34660,33.90550,DYFI,DYFI,3.7,Null,Null,205.519,302.24,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3753 1000),-118.34680,33.91460,DYFI,DYFI,4.2,2.5982,3.4212,204.617,315.54,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3757 1000),-118.34730,33.95060,DYFI,DYFI,4.3,3.0495,3.6798,201.046,341.39,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3758 1000),-118.34750,33.95960,DYFI,DYFI,4.3,3.0584,3.6798,200.159,345.92,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3760 1000),-118.34780,33.97770,DYFI,DYFI,3.7,Null,Null,198.374,352.05,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3761 1000),-118.34790,33.98670,DYFI,DYFI,3.7,Null,Null,197.485,352.05,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3762 1000),-118.34800,33.99570,DYFI,DYFI,3.4,Null,Null,196.598,353.78,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3764 1000),-118.34830,34.01370,DYFI,DYFI,4.6,4.2166,4.5789,194.831,278.44,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3765 1000),-118.34850,34.02280,DYFI,DYFI,3.9,Null,Null,193.942,278.44,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3766 1000),-118.34860,34.03180,DYFI,DYFI,3.4,Null,Null,193.059,274.28,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3767 1000),-118.34880,34.04080,DYFI,DYFI,3.7,Null,Null,192.181,274.28,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3768 1000),-118.34890,34.04980,DYFI,DYFI,3.7,Null,Null,191.301,362.33,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3769 1000),-118.34900,34.05880,DYFI,DYFI,4.3,3.1604,3.6798,190.422,364.79,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3770 1000),-118.34920,34.06780,DYFI,DYFI,3.9,Null,Null,189.548,364.79,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3771 1000),-118.34930,34.07690,DYFI,DYFI,3.7,Null,Null,188.661,338.22,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3772 1000),-118.34950,34.08590,DYFI,DYFI,3.8,Null,Null,187.789,338.22,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3773 1000),-118.34960,34.09490,DYFI,DYFI,3.9,Null,Null,186.915,384.47,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3774 1000),-118.34980,34.10390,DYFI,DYFI,3.9,Null,Null,186.046,384.47,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3777 1000),-118.35020,34.13100,DYFI,DYFI,3.4,Null,Null,183.428,458.13,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3778 1000),-118.35030,34.14000,DYFI,DYFI,3.4,Null,Null,182.560,458.13,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3780 1000),-118.35060,34.15800,DYFI,DYFI,4.9,5.1877,5.6977,180.833,341.38,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3781 1000),-118.35080,34.16700,DYFI,DYFI,4,2.1005,2.5515,179.973,327.85,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3783 1000),-118.35100,34.18510,DYFI,DYFI,3.8,Null,Null,178.240,328.82,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 3784 1000),-118.35120,34.19410,DYFI,DYFI,4,2.1206,2.5515,177.384,331.37,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0375 4136 1000),-118.40600,37.36690,DYFI,DYFI,2.2,Null,Null,172.631,277.45,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0376 3689 1000),-118.32710,33.33760,DYFI,DYFI,3,Null,Null,263.130,531.44,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0376 3732 1000),-118.33300,33.72530,DYFI,DYFI,3,Null,Null,223.221,320.3,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0376 3739 1000),-118.33400,33.78840,DYFI,DYFI,3.4,Null,Null,216.837,315.79,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0376 3743 1000),-118.33450,33.82450,DYFI,DYFI,3.2,Null,Null,213.199,276.17,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0376 3747 1000),-118.33510,33.86060,DYFI,DYFI,3,Null,Null,209.578,279.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0376 3748 1000),-118.33520,33.86960,DYFI,DYFI,3.4,Null,Null,208.675,279.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0376 3751 1000),-118.33570,33.89660,DYFI,DYFI,4.1,2.2298,2.9842,205.981,289.85,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0376 3762 1000),-118.33720,33.99580,DYFI,DYFI,4.4,3.5959,3.9579,196.141,322.37,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0376 3763 1000),-118.33740,34.00480,DYFI,DYFI,3.8,Null,Null,195.257,322.37,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0376 3764 1000),-118.33750,34.01390,DYFI,DYFI,3.6,Null,Null,194.360,275.99,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0376 3766 1000),-118.33780,34.03190,DYFI,DYFI,3.4,Null,Null,192.593,341.98,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0376 3769 1000),-118.33820,34.05890,DYFI,DYFI,4,2.0272,2.5515,189.950,369.98,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
